feature,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"4.11. ЧИСЛО ФИЛИАЛОВ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ОБРАЗОВАТЕЛЬНЫМ ПРОГРАММАМ СРЕДНЕГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ (на начало учебного года)",,,,,2,3,3,1,1,2,3,3,1,3,2,1,3,3,2,
"4.12. ПРЕПОДАВАТЕЛИ И МАСТЕРА ПРОИЗВОДСТВЕННОГО ОБУЧЕНИЯ,  РЕАЛИЗУЮЩИЕ ПРОГРАММЫ ПОДГОТОВКИ КВАЛИФИЦИРОВАННЫХ РАБОЧИХ, СЛУЖАЩИХ 4.12.1. Численность преподавателей (на конец года; человек)",,,,,,,,,,,435,438,275,51,35,13,517,556,544.0,
"4.12. ПРЕПОДАВАТЕЛИ И МАСТЕРА ПРОИЗВОДСТВЕННОГО ОБУЧЕНИЯ,  РЕАЛИЗУЮЩИЕ ПРОГРАММЫ ПОДГОТОВКИ КВАЛИФИЦИРОВАННЫХ РАБОЧИХ, СЛУЖАЩИХ 4.12.2. Численность мастеров производственного обучения (на конец года; человек)",,,,,,,,,,,656,591,357,104,89,80,460,452.0,392.0,
"4.13. ПРЕПОДАВАТЕЛИ И МАСТЕРА ПРОИЗВОДСТВЕННОГО ОБУЧЕНИЯ, РЕАЛИЗУЮЩИЕ ПРОГРАММЫ ПОДГОТОВКИ СПЕЦИАЛИСТОВ СРЕДНЕГО ЗВЕНА 4.13.1.  Численность преподавателей  (на начало учебного года; человек)",,,,,,,,,,,3466,3550,3529,3704,3797,4044,2825,2900,2946,
"4.13. ПРЕПОДАВАТЕЛИ И МАСТЕРА ПРОИЗВОДСТВЕННОГО ОБУЧЕНИЯ, РЕАЛИЗУЮЩИЕ ПРОГРАММЫ ПОДГОТОВКИ СПЕЦИАЛИСТОВ СРЕДНЕГО ЗВЕНА 4.13.2. Численность мастеров производственного обучения (на начало учебного года; человек)",,,,,,,,,,,553,653,634,648,743,716,235,219,247,
"4.14. ЧИСЛЕННОСТЬ СТУДЕНТОВ, ОБУЧАЮЩИХСЯ ПО ПРОГРАММАМ ПОДГОТОВКИ КВАЛИФИЦИРОВАННЫХ РАБОЧИХ, СЛУЖАЩИХ  (на конец года;тысяч человек)",44.9,44.5,44.0,44.4,44.3,42.7,40.8,32.5,26.0,25.9,31.1,29.6,24.4,19.2,17.4,16.1,14.2,13.6,12.343,
"4.15. ПРИЕМ НА ОБУЧЕНИЕ ПО ПРОГРАММАМ ПОДГОТОВКИ КВАЛИФИЦИРОВАННЫХ РАБОЧИХ, СЛУЖАЩИХ   (тысяч человек)",22.0,21.3,21.9,22.0,21.2,19.6,18.8,14.5,14.9,21.7,28.1,19.7,14.0,10.8,10.4,9.5,5.8,5.2,4.466,
4.16. ВЫПУСК КВАЛИФИЦИРОВАННЫХ РАБОЧИХ И СЛУЖАЩИХ (тысяч человек),20.7,19.8,20.9,20.1,20.1,19.9,19.9,20.4,21.7,19.5,23.8,17.7,15.2,13.9,10.7,9.2,5.1,4.9,4.737,
"4.17. ЧИСЛЕННОСТЬ СТУДЕНТОВ, ОБУЧАЮЩИХСЯ ПО ПРОГРАММАМ ПОДГОТОВКИ СПЕЦИАЛИСТОВ СРЕДНЕГО ЗВЕНА (на начало учебного года; тысяч человек)",55.3,58.2,61.9,65.6,62.2,64.2,61.7,57.7,57.8,55.2,59.5,61.2,63.4,62.9,67.6,71.6,71.7,74,73.494,
"4.18. ЧИСЛЕННОСТЬ СТУДЕНТОВ ГОСУДАРСТВЕННЫХ И МУНИЦИПАЛЬНЫХ ПРОФЕССИОНАЛЬНЫХ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ, ОБУЧАЮЩИХСЯ ПО ПРОГРАММАМ ПОДГОТОВКИ СПЕЦИАЛИСТОВ СРЕДНЕГО ЗВЕНА на 10 000 человек населения (на начало учебного года; человек)",142,148,155,157,156,157,153,142,142,140,148,150,154,141,150,155,157,164,161.88772050064793,
4.19. ПРИЕМ НА ОБУЧЕНИЕ ПО ПРОГРАММАМ ПОДГОТОВКИ СПЕЦИАЛИСТОВ СРЕДНЕГО ЗВЕНА (тысяч человек),20.9,20.5,20.7,22.3,20.0,19.4,18.4,16.9,17.6,17.9,20.7,19.6,19.1,19.1,20.6,22.2,21.0,21.7,22.279,
4.20. ВЫПУСК СПЕЦИАЛИСТОВ   СРЕДНЕГО ЗВЕНА  (тысяч  человек),15.3,14.3,15.7,17.4,17.0,16.8,17.5,16.8,17.1,16.5,15.9,14.0,13.8,14.4,14.0,16.1,15.7,16.7,17.5,
"4.21. ЧИСЛО ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ ВЫСШЕГО ОБРАЗОВАНИЯ И НАУЧНЫХ ОРГАНИЗАЦИЙ, ОСУЩЕСТВЛЯЮЩИХ ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ПРОГРАММАМ БАКАЛАВРИАТА, СПЕЦИАЛИТЕТА, МАГИСТРАТУРЫ (на начало учебного года)",31,29,30,32,35,35,34,33,33,31,33,30,28,26,25,25,23,24,23,
4.22. ЧИСЛО ФИЛИАЛОВ ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЙ ВЫСШЕГО ОБРАЗОВАНИЯ  (на начало учебного года),,,,,70,54,53,54,53,53,55,57,54,54,45,35,25,21,19,
"4.23. ЧИСЛЕННОСТЬ ПРОФЕССОРСКО-ПРЕПОДАВАТЕЛЬСКОГО ПЕРСОНАЛА , ОСУЩЕСТВЛЯЮЩЕГО ОБРАЗОВАТЕЛЬНУЮ ДЕЯТЕЛЬНОСТЬ ПО ПРОГРАММАМ ВЫСШЕГО ОБРАЗОВАНИЯ  (на начало учебного года; человек)",,,,,,,,,,,10445,10382,10060,9733,9143,8711,8181,7864,7368,
"4.24. ЧИСЛЕННОСТЬ СТУДЕНТОВ, ОБУЧАЮЩИХСЯ ПО ПРОГРАММАМ БАКАЛАВРИАТА, СПЕЦИАЛИТЕТА, МАГИСТРАТУРЫ (на начало учебного года; тысяч человек)",127.2,150.2,170.8,191.6,207.1,222.1,228,227.8,223.7,220.2,209.6,200.2,190.5,181.8,170.1,163.2,153,149.9,146.9,
"4.25. ЧИСЛЕННОСТЬ СТУДЕНТОВ, ОБУЧАЮЩИХСЯ ПО ПРОГРАММАМ БАКАЛАВРИАТА, СПЕЦИАЛИТЕТА, МАГИСТРАТУРЫ на 10 000 человек населения (на начало учебного года; человек)",336,397,452,508,550,590,606,605,594,583,555,526,498,474,441,422,394,385,377,
"4.26. ПРИЕМ НА ОБУЧЕНИЕ ПО ПРОГРАММАМ БАКАЛАВРИАТА, СПЕЦИАЛИТЕТА, МАГИСТРАТУРЫ  (тысяч человек)",35.7,43.8,43.7,48.1,49.3,51,51.7,50.4,45.8,43.5,43.9,38.9,40.9,40.2,40.6,44.1,39.7,41.2,41.8,
"4.27. ВЫПУСК БАКАЛАВРОВ, СПЕЦИАЛИСТОВ, МАГИСТРОВ (тысяч человек)",15.9,18.8,21.4,25,29.6,32.7,38,41.9,41.6,43.9,45.2,47,43.9,38.7,38.3,43.8,40.4,33.7,33.9,
"4.28. ОРГАНИЗАЦИИ, ВЕДУЩИЕ ПОДГОТОВКУ АСПИРАНТОВ 4.28.1. Число организаций (на конец года)",30,32,37,38,40,40,42,42,42,41,40,40,37,36,36,34,36,36,36,
"4.28. ОРГАНИЗАЦИИ, ВЕДУЩИЕ ПОДГОТОВКУ АСПИРАНТОВ 4.28.2. Численность аспирантов (на конец года; человек)",2743,2960,3174,3386,3401,3345,3440,3581,3812,3946,4233,4342,4032,3599,3603,3464,3268,3118,3035,
"4.29. ОРГАНИЗАЦИИ, ВЕДУЩИЕ ПОДГОТОВКУ ДОКТОРАНТОВ  4.29.1. Число организаций (на конец года)",8,9,10,9,9,8,8,8,9,10,11,13,11,10,10,10,7,3,3,
"4.29. ОРГАНИЗАЦИИ, ВЕДУЩИЕ ПОДГОТОВКУ ДОКТОРАНТОВ 4.29.2. Численность докторантов (на конец года; человек)",76,76,81,93,87,82,91,97,98,106,116,141,153,152,105,60,15,14,12,
